"","long_station_name","data_owner_id","dwr_sample_code","collection_date2","lab_result","field_result","rpd"
"2220","Lake Perris Outlet","2040","S0821B0796","08/23/2021 06:35",551,554,0.542986425339366
"2221","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0821B0799","08/24/2021 06:25",509,531,4.23076923076923
"2222","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0821B0804","08/25/2021 07:15",416,398,-4.42260442260442
"2223","Devil Canyon 2nd Afterbay","2040","S0821B0805","08/25/2021 08:50",518,497,-4.13793103448276
"2224","Clifton Court Intake","2040","D0921B0066","09/13/2021 09:15",510,510,0
"2225","South Bay Aqueduct Del Valle Check 7","2040","D0921B0067","09/13/2021 12:10",663,663,0
"2226","Delta P.P. Headworks at H.O. Banks PP","2040","D0921B0065","09/14/2021 07:15",620,618,-0.323101777059774
"2227","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL0921B0135","09/14/2021 09:45",580,580,0
"2228","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL0921B0129","09/14/2021 10:05",586,585,-0.170794192997438
"2229","Pacheco Pumping Plant","2040","SL0921B0131","09/14/2021 10:40",579,578,-0.17286084701815
"2230","THERMALITO AFTERBAY A FEATHER R","2040","OR0921B0055","09/14/2021 10:42",102,113.4,10.5849582172702
"2231","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D0921B0068","09/14/2021 10:45",292,290,-0.687285223367698
"2232","Delta Mendota Canal @ McCabe Rd","2040","SL0921B0136","09/14/2021 13:00",564,562,-0.355239786856128
"2233","Gianelli WQ Station near Pumping Plant","2040","SL0921B0130","09/14/2021 14:30",578,571,-1.21845082680592
"2234","LK OROVILLE NR DM STA 1","2040","OR0921B0059","09/15/2021 10:00",134,132.8,-0.899550224887548
"2235","Lake Perris Outlet","2040","S0921B0828","09/20/2021 06:50",559,603,7.57314974182444
"2236","Teerink Pumping Plant","2040","SJ0921B0109","09/21/2021 08:50",386,396,2.55754475703325
"2237","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0921B0836","09/22/2021 08:05",346,347,0.288600288600289
"2238","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0921B0831","09/22/2021 08:11",493,518,4.94559841740851
"2239","Devil Canyon 2nd Afterbay","2040","S0921B0837","09/22/2021 10:30",501,510,1.78041543026706
"2240","ANTELOPE LK NR DM","2040","OM0921B0083","09/22/2021 13:45",113,110,-2.69058295964126
"2241","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0921B0841","09/27/2021 08:00",459,457,-0.436681222707424
"2242","PYRAMID LAKE NORTH OF CHUMASH ISLAND","2040","S0921B0843","09/27/2021 09:00",459,456,-0.655737704918033
"2243","Castaic Lake Outlet Tower","2040","S0921B0852","09/28/2021 08:15",606,612,0.985221674876847
"2244","Castaic Lake at MWD turnout pipe","2040","S0921B0853","09/28/2021 09:20",580,538,-7.5134168157424
"2245","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0921B0863","09/29/2021 08:45",446,461,3.30760749724366
"2246","Lake Perris Outlet","2040","S1021B0867","10/18/2021 07:15",558,566,1.42348754448399
"2247","Clifton Court Intake","2040","D1021B0070","10/18/2021 09:40",654,652,-0.306278713629403
"2248","South Bay Aqueduct Del Valle Check 7","2040","D1021B0071","10/18/2021 13:00",576,572,-0.696864111498258
"2249","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL1021B0143","10/19/2021 07:10",597,591,-1.01010101010101
"2250","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S1021B0868","10/19/2021 07:40",487,552,12.512030798845
"2251","Delta P.P. Headworks at H.O. Banks PP","2040","D1021B0069","10/19/2021 07:45",584,579,-0.859845227858985
"2252","Teerink Pumping Plant","2040","SJ1021B0115","10/19/2021 08:50",380,391.8,3.05778699144857
"2253","LK OROVILLE NR DM STA 1","2040","OR1021B0064","10/19/2021 09:30",132,130.2,-1.37299771167049
"2254","Delta Mendota Canal @ McCabe Rd","2040","SL1021B0149","10/19/2021 09:45",683,676,-1.03016924208977
"2255","THERMALITO AFTERBAY A FEATHER R","2040","OR1021B0065","10/19/2021 10:30",105,107.3,2.16674517192652
"2256","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL1021B0148","10/19/2021 10:50",590,585,-0.851063829787234
"2257","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D1021B0072","10/19/2021 10:50",266,263,-1.13421550094518
"2258","Pacheco Pumping Plant","2040","SL1021B0144","10/19/2021 12:05",592,584,-1.36054421768707
"2259","Gianelli WQ Station near Pumping Plant","2040","SL1021B0142","10/19/2021 13:25",587,582,-0.855431993156544
"2260","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S1021B0869","10/20/2021 08:20",448,434,-3.17460317460317
"2261","Devil Canyon 2nd Afterbay","2040","S1021B0870","10/20/2021 10:00",490,476,-2.89855072463768
"2262","Castaic Lake Outlet Tower","2040","S1021B0874","10/25/2021 08:30",586,580,-1.02915951972556
"2263","Castaic Lake at MWD turnout pipe","2040","S1021B0875","10/25/2021 10:30",577,604,4.57239627434378
"2264","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S1021B0876","10/26/2021 08:30",492,536,8.56031128404669
"2265","LK OROVILLE NR DM STA 1","2040","OR1021B0069","10/27/2021 08:20",131,141.3,7.56518545721631
"2266","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S1021B0881","10/27/2021 10:00",375,378,0.796812749003984
"2267","THERMALITO AFTERBAY A FEATHER R","2040","OR1021B0070","10/27/2021 10:15",103,102.1,-0.877620672842521
"2268","Lake Perris Outlet","2040","S1121B0885","11/15/2021 06:55",567,603,6.15384615384615
"2269","Castaic Lake Outlet Tower","2040","S1121B0894","11/15/2021 08:30",578,566,-2.0979020979021
"2270","Castaic Lake at MWD turnout pipe","2040","S1121B0895","11/15/2021 10:30",545,495,-9.61538461538462
"2271","Clifton Court Intake","2040","D1121B0076","11/15/2021 10:45",496,493,-0.606673407482305
"2272","South Bay Aqueduct Del Valle Check 7","2040","D1121B0077","11/15/2021 13:20",525,520,-0.956937799043062
"2273","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S1121B0886","11/16/2021 07:00",492,477,-3.09597523219814
"2274","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL1121B0156","11/16/2021 07:30",580,575,-0.865800865800866
"2275","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S1121B0899","11/16/2021 08:00",496,485,-2.24260958205912
"2276","Delta P.P. Headworks at H.O. Banks PP","2040","D1121B0075","11/16/2021 08:45",501,498,-0.600600600600601
"2277","Teerink Pumping Plant","2040","SJ1121B0121","11/16/2021 09:15",539,549,1.83823529411765
"2278","Delta Mendota Canal @ McCabe Rd","2040","SL1121B0162","11/16/2021 10:05",488,483,-1.02986611740474
"2279","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL1121B0161","11/16/2021 11:20",567,566,-0.176522506619594
"2280","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D1121B0078","11/16/2021 11:45",307,303,-1.31147540983607
"2281","Pacheco Pumping Plant","2040","SL1121B0157","11/16/2021 12:50",613,609,-0.654664484451719
"2282","Gianelli WQ Station near Pumping Plant","2040","SL1121B0155","11/16/2021 14:10",528,525,-0.56980056980057
"2283","Devil Canyon 2nd Afterbay","2040","S1121B0890","11/17/2021 08:10",493,567,13.9622641509434
"2284","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S1121B0889","11/17/2021 08:40",378,358,-5.43478260869565
"2285","LK OROVILLE NR DM STA 1","2040","OR1121B0074","11/17/2021 08:42",127,158.7,22.1911095554778
"2286","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S1121B0913","11/17/2021 09:00",530,517,-2.48328557784145
"2287","THERMALITO AFTERBAY A FEATHER R","2040","OR1121B0075","11/17/2021 12:00",105,102.2,-2.7027027027027
"2288","Castaic Lake Outlet Tower","2040","S1221B0930","12/13/2021 08:30",546,527,-3.54147250698975
"2289","Lake Perris Outlet","2040","S1221B0917","12/13/2021 09:45",566,574,1.40350877192982
"2290","Clifton Court Intake","2040","D1221B0080","12/13/2021 09:55",582,576,-1.03626943005181
"2291","Castaic Lake at MWD turnout pipe","2040","S1221B0931","12/13/2021 10:30",549,499,-9.54198473282443
"2292","South Bay Aqueduct Del Valle Check 7","2040","D1221B0081","12/13/2021 12:15",515,509,-1.171875
"2293","Del Valle Conserv. Outlet Works","2040","D1221B0083","12/13/2021 13:10",562,557,-0.893655049151028
"2294","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL1221B0169","12/14/2021 07:40",589,578,-1.88517566409597
"2295","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S1221B0949","12/14/2021 08:30",540,527,-2.43673851921275
"2296","Delta P.P. Headworks at H.O. Banks PP","2040","D1221B0079","12/14/2021 08:30",515,508,-1.36852394916911
"2297","Delta Mendota Canal @ McCabe Rd","2040","SL1221B0175","12/14/2021 10:20",807,793,-1.75
"2298","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL1221B0174","12/14/2021 11:25",592,589,-0.508044030482642
"2299","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D1221B0082","12/14/2021 12:15",157,153,-2.58064516129032
"2300","Pacheco Pumping Plant","2040","SL1221B0170","12/14/2021 12:45",608,598,-1.65837479270315
"2301","Gianelli WQ Station near Pumping Plant","2040","SL1221B0168","12/14/2021 14:15",585,574,-1.89818809318378
"2302","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S1221B0935","12/15/2021 08:00",514,446,-14.1666666666667
"2303","PYRAMID LAKE NORTH OF CHUMASH ISLAND","2040","S1221B0937","12/15/2021 08:30",515,14.8,-188.82597206493
"2304","LK OROVILLE NR DM STA 1","2040","OR1221B0084","12/15/2021 09:30",118,115.8,-1.8819503849444
"2305","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S1221B0920","12/15/2021 09:40",488,470,-3.75782881002088
"2306","THERMALITO AFTERBAY A FEATHER R","2040","OR1221B0092","12/15/2021 10:42",108,104,-3.77358490566038
"2307","Devil Canyon 2nd Afterbay","2040","S1221B0926","12/15/2021 11:10",487,465,-4.6218487394958
"2308","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S1221B0925","12/15/2021 11:15",531,502,-5.61471442400774
"2309","Teerink Pumping Plant","2040","SJ1221B0127","12/21/2021 10:22",697,621,-11.5326251896813
"2310","Delta P.P. Headworks at H.O. Banks PP","2040","D0320B0012","03/17/2020 07:30",429,420,-2.12014134275618
"2311","Clifton Court Intake","2040","D0320B0013","03/16/2020 09:15",534,526,-1.50943396226415
"2312","South Bay Aqueduct Del Valle Check 7","2040","D0320B0014","03/16/2020 11:10",424,418,-1.42517814726841
"2313","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D0320B0015","03/17/2020 10:45",433,423,-2.33644859813084
"2314","Clifton Court Intake","2040","D0321B0002","03/15/2021 09:15",943,946,0.317628374801482
"2315","South Bay Aqueduct Del Valle Check 7","2040","D0321B0003","03/15/2021 11:35",664,667,0.450788880540947
"2316","Delta P.P. Headworks at H.O. Banks PP","2040","D0820B0022","08/26/2020 08:50",410,412.2,0.535149598637798
"2317","Clifton Court Intake","2040","D0820B0023","08/26/2020 09:35",390,391.3,0.332778702163064
"2318","South Bay Aqueduct Del Valle Check 7","2040","D0820B0024","08/26/2020 10:39",393,390,-0.766283524904214
"2319","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D0820B0025","08/26/2020 12:40",193,193.8,0.413650465356779
"2320","Delta P.P. Headworks at H.O. Banks PP","2040","D1020B0051","10/20/2020 08:00",510,515,0.975609756097561
"2321","Clifton Court Intake","2040","D1020B0052","10/19/2020 09:10",465,470,1.06951871657754
"2322","South Bay Aqueduct Del Valle Check 7","2040","D1020B0053","10/19/2020 12:05",511,520,1.7458777885548
"2323","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D1020B0054","10/20/2020 10:30",227,230,1.31291028446389
"2324","Delta P.P. Headworks at H.O. Banks PP","2040","D1120B0056","11/17/2020 08:50",569,569,0
"2325","Clifton Court Intake","2040","D1120B0057","11/16/2020 10:45",574,576,0.347826086956522
"2326","South Bay Aqueduct Del Valle Check 7","2040","D1120B0058","11/16/2020 13:25",530,531,0.188501413760603
"2327","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D1120B0059","11/17/2020 11:30",194,191,-1.55844155844156
"2328","Delta P.P. Headworks at H.O. Banks PP","2040","D1220B0063","12/15/2020 09:20",650,652,0.307219662058372
"2329","Clifton Court Intake","2040","D1220B0064","12/14/2020 10:30",654,658,0.609756097560976
"2330","South Bay Aqueduct Del Valle Check 7","2040","D1220B0065","12/14/2020 12:50",645,650,0.772200772200772
"2331","North Bay Aqueduct at Barker Slough Pumping Plant","2040","D1220B0066","12/15/2020 11:45",211,209,-0.952380952380952
"2332","LK OROVILLE NR DM STA 1","2040","OR0720B0016","07/17/2020 12:00",96,98.13,2.19440581053932
"2333","THERMALITO AFTERBAY A FEATHER R","2040","OR0720B0017","07/17/2020 09:38",93,93.17,0.182628780147179
"2334","LK OROVILLE NR DM STA 1","2040","OR0820B0018","08/19/2020 09:30",103,109.2,5.8435438265787
"2335","THERMALITO AFTERBAY A FEATHER R","2040","OR0820B0019","08/19/2020 07:30",96,99,3.07692307692308
"2336","LK OROVILLE NR DM STA 1","2040","OR0920B0020","09/17/2020 10:00",112,112.2,0.17841213202498
"2337","THERMALITO AFTERBAY A FEATHER R","2040","OR0920B0021","09/17/2020 08:15",98,96.55,-1.49061937805192
"2338","LK OROVILLE NR DM STA 1","2040","OR1020B0024","10/27/2020 11:00",116,117.8,1.53977758768178
"2339","THERMALITO AFTERBAY A FEATHER R","2040","OR1020B0025","10/27/2020 08:30",97,97.54,0.555155752030437
"2340","LK OROVILLE NR DM STA 1","2040","OR1120B0034","11/17/2020 10:10",117,143.2,20.1383551114527
"2341","THERMALITO AFTERBAY A FEATHER R","2040","OR1120B0035","11/18/2020 09:00",102,95.8,-6.26895854398382
"2342","THERMALITO AFTERBAY A FEATHER R","2040","OR1220B0040","12/16/2020 12:00",102,98.9,-3.08611249377799
"2343","Lake Perris Outlet","2040","S0320B0071","03/16/2020 10:40",492,491,-0.203458799593082
"2344","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0320B0072","03/17/2020 10:20",435,463,6.23608017817372
"2345","Castaic Lake Outlet Tower","2040","S0320B0073","03/23/2020 08:30",418,412,-1.44578313253012
"2346","Castaic Lake at MWD turnout pipe","2040","S0320B0074","03/23/2020 10:30",435,418,-3.98593200468933
"2347","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0320B0078","03/24/2020 09:00",424,420,-0.947867298578199
"2348","PYRAMID LAKE NORTH OF CHUMASH ISLAND","2040","S0320B0080","03/24/2020 09:30",431,426,-1.16686114352392
"2349","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0320B0110","03/25/2020 09:00",450,449,-0.222469410456062
"2350","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0320B0123","03/18/2020 11:50",434,436,0.459770114942529
"2351","Devil Canyon 2nd Afterbay","2040","S0320B0124","03/18/2020 13:20",436,436,0
"2352","Castaic Lake Outlet Tower","2040","S0420B0132","04/13/2020 09:00",410,399,-2.71940667490729
"2353","Castaic Lake at MWD turnout pipe","2040","S0420B0133","04/13/2020 10:30",431,421,-2.34741784037559
"2354","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0420B0137","04/14/2020 08:30",426,418,-1.8957345971564
"2355","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0420B0151","04/15/2020 10:00",370,363,-1.90995907230559
"2356","Lake Perris Outlet","2040","S0420B0155","04/20/2020 08:45",486,495,1.8348623853211
"2357","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0420B0158","04/21/2020 08:45",422,425,0.708382526564345
"2358","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0420B0159","04/22/2020 12:55",408,409,0.244798041615667
"2359","Devil Canyon 2nd Afterbay","2040","S0420B0160","04/22/2020 10:25",413,413,0
"2360","Lake Perris Outlet","2040","S0520B0164","05/18/2020 08:40",499,508,1.78748758689176
"2361","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0520B0167","05/19/2020 08:45",422,428,1.41176470588235
"2362","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0520B0173","05/20/2020 11:20",452,460,1.75438596491228
"2363","Devil Canyon 2nd Afterbay","2040","S0520B0174","05/20/2020 14:00",425,423,-0.471698113207547
"2364","Castaic Lake Outlet Tower","2040","S0520B0178","05/18/2020 08:30",420,410,-2.40963855421687
"2365","Castaic Lake at MWD turnout pipe","2040","S0520B0179","05/18/2020 10:30",430,386,-10.7843137254902
"2366","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0520B0183","05/19/2020 08:30",456,448,-1.76991150442478
"2367","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0520B0197","05/20/2020 09:00",438,417,-4.91228070175439
"2368","Castaic Lake Outlet Tower","2040","S0620B0208","06/15/2020 07:00",424,399,-6.07533414337789
"2369","Castaic Lake at MWD turnout pipe","2040","S0620B0209","06/15/2020 09:30",420,394,-6.38820638820639
"2370","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0620B0213","06/16/2020 07:30",451,429,-5
"2371","PYRAMID LAKE NORTH OF CHUMASH ISLAND","2040","S0620B0215","06/16/2020 08:00",452,430,-4.98866213151927
"2372","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0620B0227","06/17/2020 09:00",415,389,-6.46766169154229
"2373","Lake Perris Outlet","2040","S0620B0231","06/22/2020 07:50",504,518,2.73972602739726
"2374","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0620B0232","06/24/2020 07:20",438,446,1.80995475113122
"2375","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0620B0275","06/29/2020 11:25",427,440,2.99884659746251
"2376","Devil Canyon 2nd Afterbay","2040","S0620B0276","06/29/2020 13:00",429,442,2.98507462686567
"2377","Castaic Lake Outlet Tower","2040","S0720B0293","07/13/2020 08:00",436,424,-2.7906976744186
"2378","Castaic Lake at MWD turnout pipe","2040","S0720B0294","07/13/2020 09:25",423,392,-7.60736196319018
"2379","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0720B0298","07/14/2020 08:45",441,434,-1.6
"2380","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0720B0312","07/15/2020 08:40",385,377,-2.0997375328084
"2381","Lake Perris Outlet","2040","S0720B0316","07/21/2020 08:45",508,499,-1.78748758689176
"2382","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0720B0319","07/20/2020 07:00",441,428,-2.99194476409666
"2383","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0720B0326","07/23/2020 09:30",373,366,-1.89445196211096
"2384","Lake Perris Outlet","2040","S0820B0341","08/17/2020 08:05",517,512,-0.971817298347911
"2385","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0820B0344","08/18/2020 07:10",420,413,-1.68067226890756
"2386","Castaic Lake Outlet Tower","2040","S0820B0345","08/17/2020 08:30",446,418,-6.48148148148148
"2387","Castaic Lake at MWD turnout pipe","2040","S0820B0346","08/17/2020 10:30",424,397,-6.57734470158343
"2388","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0820B0347","08/18/2020 07:30",389,370,-5.00658761528327
"2389","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0820B0352","08/19/2020 09:00",360,344,-4.54545454545455
"2390","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0820B0356","08/19/2020 11:20",306,300,-1.98019801980198
"2391","Devil Canyon 2nd Afterbay","2040","S0820B0357","08/19/2020 09:40",431,423,-1.87353629976581
"2392","Castaic Lake Outlet Tower","2040","S0920B0361","09/14/2020 07:30",444,453,2.0066889632107
"2393","Castaic Lake at MWD turnout pipe","2040","S0920B0362","09/14/2020 09:45",429,396,-8
"2394","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S0920B0366","09/15/2020 08:00",413,411,-0.485436893203883
"2395","PYRAMID LAKE NORTH OF CHUMASH ISLAND","2040","S0920B0368","09/15/2020 08:30",412,417,1.20627261761158
"2396","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S0920B0380","09/16/2020 08:00",405,405,0
"2397","Lake Perris Outlet","2040","S0920B0384","09/14/2020 07:15",527,519,-1.52963671128107
"2398","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S0920B0387","09/15/2020 07:00",412,404,-1.96078431372549
"2399","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S0920B0392","09/16/2020 09:15",406,402,-0.99009900990099
"2400","Devil Canyon 2nd Afterbay","2040","S0920B0393","09/16/2020 11:30",412,404,-1.96078431372549
"2401","Castaic Lake Outlet Tower","2040","S1020B0397","10/19/2020 07:30",453,454,0.220507166482911
"2402","Castaic Lake at MWD turnout pipe","2040","S1020B0398","10/19/2020 10:30",435,431,-0.92378752886836
"2403","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S1020B0402","10/20/2020 08:00",431,438,1.61104718066743
"2404","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S1020B0416","10/21/2020 08:00",553,572,3.37777777777778
"2405","Lake Perris Outlet","2040","S1020B0420","10/19/2020 09:25",529,531,0.377358490566038
"2406","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S1020B0423","10/20/2020 07:25",429,428,-0.233372228704784
"2407","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S1020B0424","10/21/2020 08:00",593,590,-0.507185122569738
"2408","Devil Canyon 2nd Afterbay","2040","S1020B0425","10/21/2020 10:00",428,428,0
"2409","Castaic Lake Outlet Tower","2040","S1120B0429","11/16/2020 08:00",455,461,1.31004366812227
"2410","Castaic Lake at MWD turnout pipe","2040","S1120B0430","11/16/2020 10:00",454,425,-6.59840728100114
"2411","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S1120B0434","11/17/2020 08:30",451,419,-7.35632183908046
"2412","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S1120B0448","11/18/2020 09:00",542,539,-0.555041628122109
"2413","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S1120B0452","11/17/2020 08:00",455,452,-0.661521499448732
"2414","Lake Perris Outlet","2040","S1120B0453","11/16/2020 09:00",519,518,-0.192864030858245
"2415","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S1120B0454","11/18/2020 08:45",602,587,-2.52312867956266
"2416","Devil Canyon 2nd Afterbay","2040","S1120B0455","11/18/2020 11:00",456,453,-0.66006600660066
"2417","Lake Perris Outlet","2040","S1220B0459","12/14/2020 08:10",515,513,-0.389105058365759
"2418","Silverwood Lk Outlet Tower (San Bernardino Tunnel)","2040","S1220B0460","12/15/2020 09:05",498,502,0.8
"2419","Castaic Lake Outlet Tower","2040","S1220B0461","12/14/2020 08:00",457,453,-0.879120879120879
"2420","Castaic Lake at MWD turnout pipe","2040","S1220B0462","12/14/2020 10:30",457,451,-1.3215859030837
"2421","PYRAMID LK A ANGELES Tunnel INtake Outlet","2040","S1220B0466","12/15/2020 09:00",468,460,-1.72413793103448
"2422","PYRAMID LAKE NORTH OF CHUMASH ISLAND","2040","S1220B0468","12/15/2020 09:30",468,473,1.06269925611052
"2423","CALIFORNIA AQUEDUCT AT CHECK 41","2040","S1220B0480","12/16/2020 09:00",556,598,7.2790294627383
"2424","CALIFORNIA AQU A INL TO MOJAVE SI","2040","S1220B0484","12/16/2020 09:40",518,506,-2.34375
"2425","Devil Canyon 2nd Afterbay","2040","S1220B0485","12/16/2020 11:20",499,490,-1.82002022244692
"2426","Check 27","2040","SJ0320B0017","03/17/2020 12:07",433,461,6.26398210290828
"2427","Check 27","2040","SJ0420B0027","04/14/2020 08:58",478,515,7.45216515609265
"2428","Check 27","2040","SJ0520B0033","05/19/2020 09:45",492,500,1.61290322580645
"2429","Check 27","2040","SJ0620B0046","06/16/2020 08:55",462,466,0.862068965517241
"2430","Teerink Pumping Plant","2040","SJ0620B0047","06/16/2020 08:30",414,0.381,-199.632222519855
"2431","Check 27","2040","SJ0720B0052","07/22/2020 09:15",384,392,2.06185567010309
"2432","Teerink Pumping Plant","2040","SJ0720B0053","07/22/2020 08:25",384,400.3,4.15657274002295
"2433","Teerink Pumping Plant","2040","SJ0820B0055","08/19/2020 11:00",382,363,-5.1006711409396
"2434","Check 27","2040","SJ0820B0058","08/19/2020 08:30",374,353,-5.77716643741403
"2435","Teerink Pumping Plant","2040","SJ0820B0059","08/19/2020 11:00",384,363,-5.62248995983936
"2436","Teerink Pumping Plant","2040","SJ0920B0061","09/15/2020 08:50",410,385,-6.28930817610063
"2437","Teerink Pumping Plant","2040","SJ1020B0064","10/20/2020 09:03",562,511,-9.50605778191985
"2438","Teerink Pumping Plant","2040","SJ1120B0067","11/17/2020 09:38",527,477,-9.9601593625498
"2439","Teerink Pumping Plant","2040","SJ1220B0070","12/15/2020 08:40",551,503,-9.10815939278937
"2440","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL0320B0017","03/17/2020 09:35",448,427,-4.8
"2441","Gianelli WQ Station near Pumping Plant","2040","SL0320B0018","03/17/2020 14:45",466,444,-4.83516483516484
"2442","Pacheco Pumping Plant","2040","SL0320B0019","03/17/2020 11:00",452,433,-4.29378531073446
"2443","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL0320B0023","03/17/2020 09:00",466,444,-4.83516483516484
"2444","Delta Mendota Canal @ McCabe Rd","2040","SL0320B0024","03/17/2020 13:00",423,402,-5.09090909090909
"2445","Gianelli WQ Station near Pumping Plant","2040","SL0420B0025","04/14/2020 16:40",547,536,-2.03139427516159
"2446","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL0420B0026","04/14/2020 10:00",472,463,-1.92513368983957
"2447","Pacheco Pumping Plant","2040","SL0420B0027","04/14/2020 15:15",454,433,-4.73506200676437
"2448","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL0420B0031","04/14/2020 13:55",549,539,-1.83823529411765
"2449","Delta Mendota Canal @ McCabe Rd","2040","SL0420B0032","04/14/2020 12:45",427,417,-2.3696682464455
"2450","Gianelli WQ Station near Pumping Plant","2040","SL0520B0040","05/19/2020 15:50",460,447,-2.86659316427784
"2451","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL0520B0041","05/19/2020 10:00",473,460,-2.78670953912111
"2452","Pacheco Pumping Plant","2040","SL0520B0042","05/19/2020 14:35",461,448,-2.86028602860286
"2453","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL0520B0046","05/19/2020 13:20",467,453,-3.04347826086957
"2454","Delta Mendota Canal @ McCabe Rd","2040","SL0520B0047","05/19/2020 12:30",503,490,-2.61832829808661
"2455","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL0620B0048","06/16/2020 10:55",450,446,-0.892857142857143
"2456","Gianelli WQ Station near Pumping Plant","2040","SL0620B0049","06/16/2020 14:40",458,451,-1.54015401540154
"2457","Pacheco Pumping Plant","2040","SL0620B0050","06/16/2020 11:25",460,463,0.650054171180932
"2458","CA Aqueduct, Ck 13, O'Neill Outlet","2040","SL0620B0054","06/16/2020 09:30",457,464,1.52008686210641
"2459","Delta Mendota Canal @ McCabe Rd","2040","SL0620B0055","06/16/2020 13:30",350,347,-0.860832137733142
"2460","Gianelli WQ Station near Pumping Plant","2040","SL0720B0056","07/14/2020 14:00",464,456,-1.73913043478261
"2461","CALIFORNIA AQU NR KETTLEMAN CK-21","2040","SL0720B0057","07/14/2020 10:20",430,425,-1.16959064327485
