long_station_name,data_owner_id,dwr_sample_code,collection_date2,lab_result,field_result,rpd
FRENCHMAN LK NR DM,2040,OR1022B0170,10/19/2022 10:47,154,153.3,-0.45558086560363725
(User Defined),2040,OR1022B0171,10/19/2022 11:18,155,154,-0.6472491909385114
LK OROVILLE NR DM STA 1,2040,OR1122B0172,11/15/2022 09:36,121,130.9,7.860262008733629
THERMALITO AFTERBAY A FEATHER R,2040,OR1122B0180,11/15/2022 11:20,114,108.4,-5.035971223021578
LK OROVILLE NR DM STA 1,2040,OR1222B0181,12/20/2022 10:10,122,134.8,9.96884735202493
THERMALITO AFTERBAY A FEATHER R,2040,OR1222B0189,12/20/2022 11:03,110,122.3,10.589754627636674
Castaic Lake Outlet Tower,2040,S0123B0001,01/17/2023 08:00,522,514,-1.5444015444015444
Castaic Lake at MWD turnout pipe,2040,S0123B0002,01/17/2023 10:00,528,511,-3.2723772858517806
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0123B0014,01/18/2023 08:00,475,462,-2.774813233724653
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0123B0019,01/18/2023 09:30,433,575,28.174603174603174
Lake Perris Outlet,2040,S0123B0022,01/17/2023 08:50,618,592,-4.297520661157025
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0123B0027,01/19/2023 09:10,583,580,-0.5159071367153912
Devil Canyon 2nd Afterbay,2040,S0123B0028,01/19/2023 09:30,487,464,-4.837013669821241
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0322B0080,03/22/2022 10:45,478,397,-18.514285714285712
PYRAMID LAKE NORTH OF CHUMASH ISLAND,2040,S0322B0082,03/22/2022 09:30,477,394,-19.058553386911594
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0322B0091,03/23/2022 09:00,452,454,0.44150110375275936
Lake Perris Outlet,2040,S0322B0095,03/21/2022 08:20,572,546,-4.651162790697675
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0322B0098,03/22/2022 07:50,476,443,-7.1817192600652895
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0322B0103,03/23/2022 09:25,456,429,-6.101694915254238
Devil Canyon 2nd Afterbay,2040,S0322B0104,03/23/2022 11:25,483,454,-6.189967982924227
Castaic Lake Outlet Tower,2040,S0322B0108,03/22/2022 08:00,539,439,-20.449897750511248
Castaic Lake at MWD turnout pipe,2040,S0322B0109,03/22/2022 09:30,537,455,-16.532258064516128
Castaic Lake Outlet Tower,2040,S0422B0110,04/18/2022 07:30,535,523,-2.2684310018903595
Castaic Lake at MWD turnout pipe,2040,S0422B0111,04/18/2022 10:00,539,528,-2.0618556701030926
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0422B0115,04/19/2022 08:30,479,471,-1.6842105263157894
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0422B0129,04/20/2022 08:00,443,439,-0.9070294784580499
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0422B0133,04/18/2022 07:30,474,455,-4.090419806243272
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0422B0160,04/20/2022 09:35,454,430,-5.429864253393665
Devil Canyon 2nd Afterbay,2040,S0422B0161,04/20/2022 09:00,483,466,-3.5827186512118017
Lake Perris Outlet,2040,S0422B0165,04/19/2022 08:00,577,569,-1.3961605584642234
Castaic Lake Outlet Tower,2040,S0522B0166,05/16/2022 08:00,533,519,-2.6615969581749046
Castaic Lake at MWD turnout pipe,2040,S0522B0167,05/16/2022 10:00,535,527,-1.5065913370998116
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0522B0171,05/17/2022 08:00,486,482,-0.8264462809917356
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0522B0185,05/18/2022 08:00,444,442,-0.4514672686230248
Lake Perris Outlet,2040,S0522B0189,05/16/2022 09:10,581,573,-1.386481802426343
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0522B0190,05/17/2022 09:35,463,453,-2.1834061135371177
Devil Canyon 2nd Afterbay,2040,S0522B0191,05/17/2022 08:20,484,462,-4.651162790697675
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0522B0195,05/18/2022 08:15,472,464,-1.7094017094017095
Castaic Lake Outlet Tower,2040,S0622B0196,06/20/2022 08:00,537,554,3.1164069660861595
Castaic Lake at MWD turnout pipe,2040,S0622B0197,06/20/2022 10:00,562,522,-7.380073800738007
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0622B0201,06/21/2022 08:00,490,487,-0.6141248720573182
PYRAMID LAKE NORTH OF CHUMASH ISLAND,2040,S0622B0203,06/21/2022 08:30,491,489,-0.40816326530612246
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0622B0215,06/22/2022 08:00,527,527,0
Lake Perris Outlet,2040,S0622B0219,06/20/2022 07:55,569,555,-2.491103202846975
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0622B0220,06/21/2022 08:50,475,487,2.494802494802495
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0622B0221,06/22/2022 07:50,458,438,-4.464285714285714
Devil Canyon 2nd Afterbay,2040,S0622B0222,06/22/2022 08:30,486,468,-3.7735849056603774
Castaic Lake Outlet Tower,2040,S0722B0226,07/18/2022 07:30,537,577,7.1813285457809695
Castaic Lake at MWD turnout pipe,2040,S0722B0227,07/18/2022 10:00,580,523,-10.335448776065277
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0722B0231,07/19/2022 08:00,496,493,-0.6066734074823054
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0722B0245,07/20/2022 08:00,508,510,0.3929273084479371
Lake Perris Outlet,2040,S0722B0249,07/18/2022 07:10,578,561,-2.9850746268656714
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0722B0250,07/19/2022 06:40,476,458,-3.854389721627409
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0722B0253,07/20/2022 10:00,503,488.6,-2.904396934247676
Devil Canyon 2nd Afterbay,2040,S0722B0254,07/20/2022 08:00,484,464,-4.219409282700422
Castaic Lake Outlet Tower,2040,S0822B0262,08/15/2022 08:00,573,571,-0.34965034965034963
Castaic Lake at MWD turnout pipe,2040,S0822B0263,08/15/2022 10:30,531,525,-1.1363636363636365
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0822B0267,08/16/2022 08:00,495,493,-0.4048582995951417
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0822B0281,08/17/2022 08:00,511,507,-0.7858546168958742
Lake Perris Outlet,2040,S0822B0285,08/15/2022 07:35,595,573,-3.767123287671233
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0822B0298,08/17/2022 09:40,546,522,-4.49438202247191
Castaic Lake Outlet Tower,2040,S0922B0305,09/19/2022 07:30,547,546,-0.18298261665141813
Castaic Lake at MWD turnout pipe,2040,S0922B0306,09/19/2022 10:00,533,533,0
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0922B0310,09/20/2022 08:30,507,508,0.19704433497536944
PYRAMID LAKE NORTH OF CHUMASH ISLAND,2040,S0922B0312,09/20/2022 08:30,508,508,0
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0922B0324,09/21/2022 09:00,622,601,-3.434178250204415
Lake Perris Outlet,2040,S0922B0343,09/19/2022 07:35,608,600,-1.3245033112582782
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0922B0344,09/20/2022 06:50,508,501,-1.3875123885034688
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0922B0352,09/21/2022 10:35,539,518,-3.9735099337748347
Castaic Lake Outlet Tower,2040,S1022B0358,10/17/2022 08:30,551,541,-1.8315018315018317
Castaic Lake at MWD turnout pipe,2040,S1022B0359,10/17/2022 10:30,535,517,-3.4220532319391634
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S1022B0363,10/18/2022 08:00,515,521,1.1583011583011582
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S1022B0377,10/19/2022 08:00,649,569,-13.136288998357964
Lake Perris Outlet,2040,S1022B0381,10/17/2022 09:05,617,613,-0.6504065040650406
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S1022B0382,10/18/2022 07:50,527,522,-0.9532888465204957
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S1022B0385,10/19/2022 08:10,469,445,-5.25164113785558
Devil Canyon 2nd Afterbay,2040,S1022B0386,10/19/2022 11:00,527,517,-1.9157088122605364
Castaic Lake Outlet Tower,2040,S1122B0392,11/14/2022 08:00,542,546,0.7352941176470588
Castaic Lake at MWD turnout pipe,2040,S1122B0393,11/14/2022 10:00,543,535,-1.4842300556586272
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S1122B0397,11/15/2022 08:00,526,531,0.9460737937559129
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S1122B0411,11/16/2022 08:00,557,568,1.9555555555555555
Lake Perris Outlet,2040,S1122B0415,11/14/2022 08:55,620,600,-3.278688524590164
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S1122B0416,11/15/2022 08:05,520,523,0.5752636625119847
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S1122B0417,11/16/2022 10:20,583,558,-4.382120946538125
Devil Canyon 2nd Afterbay,2040,S1122B0418,11/16/2022 11:35,518,513,-0.9699321047526674
Castaic Lake Outlet Tower,2040,S1222B0422,12/19/2022 08:00,546,550,0.7299270072992701
Castaic Lake at MWD turnout pipe,2040,S1222B0423,12/19/2022 10:00,546,545,-0.18331805682859761
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S1222B0424,12/20/2022 08:00,542,550,1.465201465201465
PYRAMID LAKE NORTH OF CHUMASH ISLAND,2040,S1222B0426,12/20/2022 08:30,543,549,1.098901098901099
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S1222B0435,12/21/2022 08:00,585,598,2.197802197802198
Lake Perris Outlet,2040,S1222B0439,12/19/2022 09:00,622,616,-0.9693053311793215
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S1222B0442,12/20/2022 09:00,526,517,-1.725790987535954
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S1222B0447,12/21/2022 11:10,555,528,-4.986149584487535
Devil Canyon 2nd Afterbay,2040,S1222B0448,12/21/2022 09:20,523,508,-2.909796314258002
Teerink Pumping Plant,2040,SJ0123B0026,01/03/2023 11:36,584,586,0.3418803418803419
Teerink Pumping Plant,2040,SJ0123B0032,01/17/2023 11:57,430,425,-1.1695906432748537
Teerink Pumping Plant,2040,SJ0422B0050,04/05/2022 10:26,399,359,-10.554089709762533
Teerink Pumping Plant,2040,SJ0422B0062,04/18/2022 10:20,474,429,-9.966777408637874
Teerink Pumping Plant,2040,SJ0522B0068,05/03/2022 10:02,391,356,-9.370816599732262
Teerink Pumping Plant,2040,SJ0522B0081,05/17/2022 09:52,457,410,-10.841983852364475
Teerink Pumping Plant,2040,SJ0622B0090,06/07/2022 10:25,465,419,-10.407239819004525
Teerink Pumping Plant,2040,SJ0622B0123,06/21/2022 10:32,496,453,-9.062170706006324
Teerink Pumping Plant,2040,SJ0722B0134,07/05/2022 10:30,513,465,-9.815950920245399
Teerink Pumping Plant,2040,SJ0722B0159,07/19/2022 10:33,498,277,-57.03225806451613
Teerink Pumping Plant,2040,SJ0822B0167,08/02/2022 11:07,530,293,-57.59416767922235
Teerink Pumping Plant,2040,SJ0922B0179,09/06/2022 12:08,566,566,0
Teerink Pumping Plant,2040,SJ0922B0185,09/19/2022 10:35,589,596,1.1814345991561181
Teerink Pumping Plant,2040,SJ1022B0191,10/04/2022 09:58,455,456,0.21953896816684962
Teerink Pumping Plant,2040,SJ1022B0209,10/18/2022 10:51,632,636,0.6309148264984227
Teerink Pumping Plant,2040,SJ1122B0215,11/01/2022 11:41,621,623,0.3215434083601286
Teerink Pumping Plant,2040,SJ1122B0221,11/15/2022 11:13,555,554,-0.18034265103697023
Teerink Pumping Plant,2040,SJ1222B0345,12/20/2022 11:48,626,634,1.2698412698412698
Gianelli WQ Station near Pumping Plant,2040,SL0123B0006,01/17/2023 14:15,493,479,-2.880658436213992
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0123B0007,01/17/2023 09:25,561,545,-2.8933092224231465
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0123B0008,01/17/2023 13:15,578,574,-0.6944444444444444
Delta Mendota Canal @ McCabe Rd,2040,SL0123B0012,01/17/2023 12:05,533,517,-3.0476190476190474
Gianelli WQ Station near Pumping Plant,2040,SL0422B0035,04/19/2022 14:10,624,616,-1.2903225806451613
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0422B0036,04/19/2022 09:30,514,505,-1.7664376840039255
Pacheco Pumping Plant,2040,SL0422B0037,04/19/2022 08:45,587,578,-1.5450643776824033
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0422B0041,04/19/2022 10:30,621,610,-1.7871649065800164
Delta Mendota Canal @ McCabe Rd,2040,SL0422B0042,04/19/2022 12:50,670,663,-1.0502625656414104
Gianelli WQ Station near Pumping Plant,2040,SL0522B0048,05/17/2022 13:50,568,560,-1.4184397163120568
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0522B0049,05/17/2022 09:30,594,585,-1.5267175572519083
Pacheco Pumping Plant,2040,SL0522B0050,05/17/2022 08:40,590,580,-1.7094017094017095
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0522B0054,05/17/2022 10:30,559,547,-2.1699819168173597
Delta Mendota Canal @ McCabe Rd,2040,SL0522B0055,05/17/2022 12:20,597,590,-1.1794439764111204
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0622B0061,06/14/2022 09:25,568,562,-1.0619469026548671
Gianelli WQ Station near Pumping Plant,2040,SL0622B0062,06/14/2022 13:55,584,576,-1.3793103448275863
Pacheco Pumping Plant,2040,SL0622B0063,06/14/2022 08:05,594,583,-1.8691588785046727
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0622B0067,06/14/2022 09:40,581,570,-1.9113814074717639
Delta Mendota Canal @ McCabe Rd,2040,SL0622B0068,06/14/2022 12:35,474,467,-1.487778958554729
Gianelli WQ Station near Pumping Plant,2040,SL0722B0075,07/19/2022 13:10,593,593,0
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0722B0076,07/19/2022 09:15,595,599,0.6700167504187605
Pacheco Pumping Plant,2040,SL0722B0077,07/19/2022 08:30,598,593,-0.8396305625524769
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0722B0081,07/19/2022 10:15,577,574,-0.5212858384013901
Delta Mendota Canal @ McCabe Rd,2040,SL0722B0082,07/19/2022 12:10,574,579,0.8673026886383347
Gianelli WQ Station near Pumping Plant,2040,SL0822B0088,08/16/2022 13:30,604,593,-1.8379281537176273
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0822B0089,08/16/2022 09:10,601,592,-1.5088013411567478
Pacheco Pumping Plant,2040,SL0822B0090,08/16/2022 08:15,607,597,-1.6611295681063125
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0822B0094,08/16/2022 10:00,557,548,-1.6289592760180998
Delta Mendota Canal @ McCabe Rd,2040,SL0822B0095,08/16/2022 12:15,439,434,-1.145475372279496
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0922B0102,09/20/2022 09:55,577,573,-0.6956521739130435
Gianelli WQ Station near Pumping Plant,2040,SL0922B0103,09/20/2022 14:05,518,511,-1.3605442176870748
Pacheco Pumping Plant,2040,SL0922B0104,09/20/2022 08:30,609,605,-0.6589785831960462
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0922B0108,09/20/2022 10:45,526,523,-0.5719733079122974
Delta Mendota Canal @ McCabe Rd,2040,SL0922B0109,09/20/2022 13:00,465,458,-1.5167930660888407
Gianelli WQ Station near Pumping Plant,2040,SL1022B0119,10/18/2022 13:40,601,598,-0.5004170141784821
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL1022B0120,10/18/2022 09:00,613,610,-0.49059689288634506
Pacheco Pumping Plant,2040,SL1022B0121,10/18/2022 08:15,600,599,-0.16680567139282734
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL1022B0125,10/18/2022 10:00,569,568,-0.1759014951627089
Delta Mendota Canal @ McCabe Rd,2040,SL1022B0126,10/18/2022 12:15,573,572,-0.17467248908296942
Gianelli WQ Station near Pumping Plant,2040,SL1122B0129,11/15/2022 13:00,544,534,-1.855287569573284
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL1122B0130,11/15/2022 10:10,518,508,-1.949317738791423
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL1122B0131,11/15/2022 10:15,567,563,-0.7079646017699115
Delta Mendota Canal @ McCabe Rd,2040,SL1122B0135,11/15/2022 08:45,614,605,-1.4766201804757997
Gianelli WQ Station near Pumping Plant,2040,SL1222B0142,12/20/2022 11:15,606,588,-3.015075376884422
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL1222B0143,12/20/2022 10:00,510,501,-1.7804154302670623
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL1222B0144,12/20/2022 09:50,608,592,-2.666666666666667
Delta Mendota Canal @ McCabe Rd,2040,SL1222B0148,12/20/2022 08:40,662,644,-2.756508422664625
Teerink Pumping Plant,2040,SJ0122B0001,01/04/2022 10:32,408,373,-8.962868117797695
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0122B0007,01/18/2022 07:25,598,581,-2.883799830364716
Clifton Court Intake,2040,D0122B0062,01/18/2022 10:05,402,396,-1.5037593984962405
Delta Mendota Canal @ McCabe Rd,2040,SL0122B0013,01/18/2022 10:30,498,484,-2.8513238289205702
Teerink Pumping Plant,2040,SJ0122B0007,01/18/2022 11:15,395,361,-8.994708994708994
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0122B0012,01/18/2022 11:40,594,579,-2.557544757033248
Pacheco Pumping Plant,2040,SL0122B0008,01/18/2022 13:00,604,596,-1.3333333333333335
Del Valle Conserv. Outlet Works,2040,D0122B0070,01/18/2022 13:05,504,500,-0.796812749003984
South Bay Aqueduct Del Valle Check 7,2040,D0122B0063,01/18/2022 13:05,527,520,-1.3371537726838587
Gianelli WQ Station near Pumping Plant,2040,SL0122B0006,01/18/2022 14:20,536,523,-2.4551463644948064
LK OROVILLE NR DM STA 1,2040,OR0122B0001,01/19/2022 08:24,116,111.7,-3.7768994290733398
Delta P.P. Headworks at H.O. Banks PP,2040,D0122B0061,01/19/2022 08:45,460,453,-1.5334063526834611
North Bay Aqueduct at Barker Slough Pumping Plant,2040,D0122B0064,01/19/2022 12:05,417,410,-1.6928657799274487
THERMALITO AFTERBAY A FEATHER R,2040,OR0122B0009,01/19/2022 12:25,107,101.8,-4.980842911877397
Lake Perris Outlet,2040,S0122B0003,01/24/2022 07:40,557,537,-3.656307129798903
Castaic Lake Outlet Tower,2040,S0122B0001,01/24/2022 08:00,540,497,-8.293153326904532
Castaic Lake at MWD turnout pipe,2040,S0122B0002,01/24/2022 10:30,540,502,-7.293666026871401
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0122B0004,01/25/2022 08:00,509,462,-9.680741503604532
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0122B0013,01/25/2022 08:55,484,597,20.906567992599445
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0122B0009,01/26/2022 08:00,387,390,0.7722007722007722
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0122B0014,01/26/2022 08:45,530,498,-6.22568093385214
Devil Canyon 2nd Afterbay,2040,S0122B0015,01/26/2022 09:15,482,457,-5.324813631522897
Teerink Pumping Plant,2040,SJ0222B0013,02/01/2022 10:30,375,340,-9.79020979020979
Clifton Court Intake,2040,D0222B0072,02/14/2022 10:15,392,392,0
South Bay Aqueduct Del Valle Check 7,2040,D0222B0073,02/14/2022 13:00,425,417,-1.9002375296912115
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0222B0015,02/15/2022 07:30,611,599,-1.9834710743801653
Delta P.P. Headworks at H.O. Banks PP,2040,D0222B0071,02/15/2022 09:20,440,433,-1.6036655211912942
Delta Mendota Canal @ McCabe Rd,2040,SL0222B0021,02/15/2022 10:20,468,459,-1.9417475728155338
Teerink Pumping Plant,2040,SJ0222B0019,02/15/2022 11:30,459,412,-10.79219288174512
North Bay Aqueduct at Barker Slough Pumping Plant,2040,D0222B0074,02/15/2022 11:50,358,352,-1.6901408450704223
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0222B0020,02/15/2022 12:00,502,496,-1.2024048096192386
Pacheco Pumping Plant,2040,SL0222B0016,02/15/2022 13:10,581,576,-0.864304235090752
Gianelli WQ Station near Pumping Plant,2040,SL0222B0014,02/15/2022 14:20,502,489,-2.6236125126135215
LK OROVILLE NR DM STA 1,2040,OR0222B0010,02/16/2022 09:08,114,109.1,-4.392649036306595
THERMALITO AFTERBAY A FEATHER R,2040,OR0222B0018,02/16/2022 10:03,112,106.8,-4.753199268738576
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0222B0062,02/22/2022 07:30,485,527,8.300395256916996
Castaic Lake Outlet Tower,2040,S0222B0019,02/22/2022 08:30,534,485,-9.617271835132483
Castaic Lake at MWD turnout pipe,2040,S0222B0020,02/22/2022 10:30,533,481,-10.256410256410255
Lake Perris Outlet,2040,S0222B0053,02/23/2022 08:20,566,552,-2.5044722719141324
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0222B0063,02/23/2022 08:45,441,416.4,-5.738278516445073
Devil Canyon 2nd Afterbay,2040,S0222B0064,02/23/2022 10:15,485,459,-5.508474576271186
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0222B0038,02/24/2022 08:50,423,470,10.526315789473683
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0222B0073,02/28/2022 08:00,479,421,-12.88888888888889
Teerink Pumping Plant,2040,SJ0322B0025,03/01/2022 10:37,422,386,-8.91089108910891
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0322B0022,03/15/2022 07:25,582,565,-2.964254577157803
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0322B0028,03/15/2022 10:30,554,537,-3.1164069660861595
Teerink Pumping Plant,2040,SJ0322B0031,03/15/2022 10:37,432,388,-10.731707317073171
THERMALITO AFTERBAY A FEATHER R,2040,OR0322B0027,03/15/2022 11:16,110,104.8,-4.841713221601492
Delta Mendota Canal @ McCabe Rd,2040,SL0322B0029,03/15/2022 12:05,714,665,-7.1065989847715745
Gianelli WQ Station near Pumping Plant,2040,SL0322B0023,03/15/2022 14:05,562,545,-3.071364046973803
Delta P.P. Headworks at H.O. Banks PP,2040,D0321B0001,03/16/2021 07:30,687,691,0.5805515239477503
Teerink Pumping Plant,2040,SJ0321B0001,03/16/2021 08:30,591,554,-6.462882096069869
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0321B0012,03/16/2021 09:40,619,619,0
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0321B0006,03/16/2021 09:55,772,760,-1.5665796344647518
Pacheco Pumping Plant,2040,SL0321B0008,03/16/2021 10:55,545,554,1.6378525932666061
Delta Mendota Canal @ McCabe Rd,2040,SL0321B0013,03/16/2021 12:45,1060,1035,-2.386634844868735
Gianelli WQ Station near Pumping Plant,2040,SL0321B0007,03/16/2021 14:10,619,609,-1.6286644951140066
LK OROVILLE NR DM STA 1,2040,OR0321B0011,03/17/2021 08:40,117,113.1,-3.389830508474581
THERMALITO AFTERBAY A FEATHER R,2040,OR0321B0012,03/17/2021 12:43,112,108.1,-3.54384370740573
Castaic Lake Outlet Tower,2040,S0321B0010,03/22/2021 08:30,476,459,-3.6363636363636362
Lake Perris Outlet,2040,S0321B0006,03/22/2021 08:30,517,502,-2.9440628066732093
Castaic Lake at MWD turnout pipe,2040,S0321B0011,03/22/2021 10:30,477,443,-7.391304347826087
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0321B0009,03/23/2021 08:00,563,542,-3.8009049773755654
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0321B0027,03/24/2021 09:00,564,557,-1.2488849241748439
CALIFORNIA AQU A INL TO MOJAVE SI,2040,S0321B0022,03/24/2021 10:10,628,606,-3.565640194489465
Devil Canyon 2nd Afterbay,2040,S0321B0023,03/24/2021 12:25,564,544,-3.6101083032490973
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0321B0017,03/25/2021 08:30,560,543,-3.0825022665457844
PYRAMID LAKE NORTH OF CHUMASH ISLAND,2040,S0321B0019,03/25/2021 09:00,541,543,0.36900369003690037
Lake Perris Outlet,2040,S0421B0031,04/19/2021 07:15,478,512,6.8686868686868685
Castaic Lake Outlet Tower,2040,S0421B0035,04/19/2021 08:30,487,473,-2.9166666666666665
Clifton Court Intake,2040,D0421B0007,04/19/2021 09:15,579,586,1.201716738197425
Castaic Lake at MWD turnout pipe,2040,S0421B0036,04/19/2021 10:30,477,449,-6.047516198704104
South Bay Aqueduct Del Valle Check 7,2040,D0421B0008,04/19/2021 11:55,721,725,0.5532503457814661
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0421B0040,04/20/2021 08:00,543,532,-2.0465116279069764
Silverwood Lk Outlet Tower (San Bernardino Tunnel),2040,S0421B0034,04/20/2021 08:00,577,563,-2.456140350877193
Delta P.P. Headworks at H.O. Banks PP,2040,D0421B0006,04/20/2021 08:05,681,687,0.8771929824561403
LK OROVILLE NR DM STA 1,2040,OR0421B0016,04/20/2021 08:42,116,210,57.668711656441715
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0421B0025,04/20/2021 08:45,566,565,-0.17683465959328026
Pacheco Pumping Plant,2040,SL0421B0021,04/20/2021 10:00,548.8,544,-0.87847730600292
THERMALITO AFTERBAY A FEATHER R,2040,OR0421B0017,04/20/2021 10:00,111,106.5,-4.137931034482759
CALIFORNIA AQU NR KETTLEMAN CK-21,2040,SL0421B0020,04/20/2021 10:20,670.9,661,-1.4865980929499176
North Bay Aqueduct at Barker Slough Pumping Plant,2040,D0421B0009,04/20/2021 11:25,272,272,0
Delta Mendota Canal @ McCabe Rd,2040,SL0421B0026,04/20/2021 13:15,821,807,-1.71990171990172
Gianelli WQ Station near Pumping Plant,2040,SL0421B0019,04/20/2021 14:20,550,541,-1.6498625114573784
CALIFORNIA AQUEDUCT AT CHECK 41,2040,S0421B0054,04/21/2021 09:00,494,485,-1.8386108273748722
Teerink Pumping Plant,2040,SJ0421B0007,04/27/2021 09:10,476.7,432,-9.838230439088806
Crafton Hills Reservoir at Mid-Dam,2040,S0521B0067,05/05/2021 07:50,569.5,558,-2.0399113082039912
Castaic Lake Outlet Tower,2040,S0521B0070,05/17/2021 08:30,491,482,-1.8499486125385407
Clifton Court Intake,2040,D0521B0013,05/17/2021 08:55,510,508,-0.3929273084479371
Castaic Lake at MWD turnout pipe,2040,S0521B0071,05/17/2021 10:30,485,489,0.8213552361396305
PYRAMID LK A ANGELES Tunnel INtake Outlet,2040,S0521B0083,05/17/2021 11:00,535,524,-2.0774315391879132
South Bay Aqueduct Del Valle Check 7,2040,D0521B0014,05/17/2021 11:50,607,607,0
Del Valle Conserv. Outlet Works,2040,D0521B0021,05/17/2021 12:50,534,530,-0.7518796992481203
Delta P.P. Headworks at H.O. Banks PP,2040,D0521B0012,05/18/2021 07:45,557,557,0
Teerink Pumping Plant,2040,SJ0521B0021,05/18/2021 08:40,460,423,-8.380520951302378
"CA Aqueduct, Ck 13, O'Neill Outlet",2040,SL0521B0038,05/18/2021 08:45,553,558,0.9000900090009001
